AthleteCode,PrintName,FamilyName,GivenName,GenderCode,OrganisationCode,DisciplineCode,EventEntry,event_count,Id_x,CHI_Description_x,Id_y,CHI_Description_y
GARWS0127395,韦筱圆,韦筱圆,,2,GUX,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUX,广西
GARWS0127404,伍若竹,伍若竹,,2,GUX,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUX,广西
GARWS0132225,陈思淇,陈思淇,,2,SIC,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,SIC,四川
GARWS0132234,李诗佳,李诗佳,,2,SIC,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,SIC,四川
GARWS0132236,卢比,卢比,,2,SIC,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,SIC,四川
GARWS0132237,牟彦霖,牟彦霖,,2,SIC,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,SIC,四川
GARWS0132241,王新语,王新语,,2,SIC,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,SIC,四川
GARWS0132243,吴姿优,吴姿优,,2,SIC,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,SIC,四川
GARWS0132252,周瑞雨,周瑞雨,,2,SIC,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,SIC,四川
GARWS0137498,邓雪,邓雪,,2,GUZ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUZ,贵州
GARWS0137513,黄金勤,黄金勤,,2,GUZ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUZ,贵州
GARWS0137557,王紫莹,王紫莹,,2,GUZ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUZ,贵州
GARWS0137562,吴建琼,吴建琼,,2,GUZ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUZ,贵州
GARWS0137566,夏清清,夏清清,,2,GUZ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUZ,贵州
GARWS0137575,杨梦浩丽,杨梦浩丽,,2,GUZ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUZ,贵州
GARWS0137594,朱云琼,朱云琼,,2,GUZ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUZ,贵州
GARWS0139993,高思琪,高思琪,,2,YUN,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",5,GAR,体操,YUN,云南
GARWS0139995,官艳娇,官艳娇,,2,YUN,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,YUN,云南
GARWS0139997,蒋卫婷,蒋卫婷,,2,YUN,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,YUN,云南
GARWS0140004,梁雅琳,梁雅琳,,2,YUN,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,YUN,云南
GARWS0140016,王柯一,王柯一,,2,YUN,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,YUN,云南
GARWS0140019,肖云宏,肖云宏,,2,YUN,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,YUN,云南
GARWS0144747,张思磊,张思磊,,2,SAX,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",5,GAR,体操,SAX,陕西
GTRMS0000267,郭家伦,郭家伦,,1,HAN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HAN,海南
GTRMS0000268,穆世萱,穆世萱,,1,HAN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HAN,海南
GTRMS0000269,苏飞奥,苏飞奥,,1,HAN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HAN,海南
GTRMS0000270,赵嘉辉,赵嘉辉,,1,HAN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HAN,海南
GTRMS0000271,周子龙,周子龙,,1,HAN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HAN,海南
GTRMS0003573,程昊鹏,程昊鹏,,1,TIJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,TIJ,天津
GTRMS0003580,黄泓霖,黄泓霖,,1,TIJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,TIJ,天津
GTRMS0003581,纪路遥,纪路遥,,1,TIJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,TIJ,天津
GTRMS0003583,康毅强,康毅强,,1,TIJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,TIJ,天津
GTRMS0003589,齐懿天,齐懿天,,1,TIJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,TIJ,天津
GTRMS0003594,杨康硕,杨康硕,,1,TIJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,TIJ,天津
GTRMS0018069,董栋,董栋,,1,SHX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHX,山西
GTRMS0018098,李宇名,李宇名,,1,SHX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHX,山西
GTRMS0018101,廉时栋,廉时栋,,1,SHX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHX,山西
GTRMS0018136,涂潇,涂潇,,1,SHX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHX,山西
GTRMS0018169,杨颜苇,杨颜苇,,1,SHX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHX,山西
GTRMS0018172,殷博烨,殷博烨,,1,SHX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHX,山西
GTRMS0052175,陈俊百,陈俊百,,1,SHH,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHH,上海
GTRMS0052182,高磊,高磊,,1,SHH,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHH,上海
GTRMS0052185,顾瑞丰,顾瑞丰,,1,SHH,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHH,上海
GTRMS0052198,王鲁冰,王鲁冰,,1,SHH,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHH,上海
GTRMS0052207,肖金雨,肖金雨,,1,SHH,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHH,上海
GTRMS0052210,徐鑫豪,徐鑫豪,,1,SHH,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHH,上海
GTRMS0055323,刘佳霖,刘佳霖,,1,JIS,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,JIS,江苏
GTRMS0055324,刘弢,刘弢,,1,JIS,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,JIS,江苏
GTRMS0055328,孙逸辰,孙逸辰,,1,JIS,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,JIS,江苏
GTRMS0055332,王啸吟,王啸吟,,1,JIS,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,JIS,江苏
GTRMS0055335,王梓赛,王梓赛,,1,JIS,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,JIS,江苏
GTRMS0055357,朱相禹,朱相禹,,1,JIS,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,JIS,江苏
GTRMS0063801,陈昱翰,陈昱翰,,1,ZHJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,ZHJ,浙江
GTRMS0063852,潘宏逸,潘宏逸,,1,ZHJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,ZHJ,浙江
GTRMS0063905,余天豪,余天豪,,1,ZHJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,ZHJ,浙江
GTRMS0063931,邹诏政,邹诏政,,1,ZHJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,ZHJ,浙江
GTRMS0070155,傅梵涛,傅梵涛,,1,FUJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,FUJ,福建
GTRMS0070156,傅玮健,傅玮健,,1,FUJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,FUJ,福建
GTRMS0070160,纪星宇,纪星宇,,1,FUJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,FUJ,福建
GTRMS0070161,简靖宁,简靖宁,,1,FUJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,FUJ,福建
GTRMS0070164,雷文翔,雷文翔,,1,FUJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,FUJ,福建
GTRMS0070167,林隆彪,林隆彪,,1,FUJ,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,FUJ,福建
GTRMS0087145,鲍彤,鲍彤,,1,SHD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHD,山东
GTRMS0087197,黄程程,黄程程,,1,SHD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHD,山东
GTRMS0087257,申涵,申涵,,1,SHD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHD,山东
GTRMS0087269,孙浩,孙浩,,1,SHD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHD,山东
GTRMS0087361,周楚惟,周楚惟,,1,SHD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SHD,山东
GTRMS0110933,甘峻华,甘峻华,,1,HUN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HUN,湖南
GTRMS0110934,贺龙雨,贺龙雨,,1,HUN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HUN,湖南
GTRMS0110943,罗鑫,罗鑫,,1,HUN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HUN,湖南
GTRMS0110958,严浪宇,严浪宇,,1,HUN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HUN,湖南
GTRMS0110964,张世杰,张世杰,,1,HUN,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,HUN,湖南
GTRMS0120463,陈炳钺,陈炳钺,,1,GUD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUD,广东
GTRMS0120489,何键威,何键威,,1,GUD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUD,广东
GTRMS0120492,黄浩杰,黄浩杰,,1,GUD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUD,广东
GTRMS0120526,林振宇,林振宇,,1,GUD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUD,广东
GTRMS0120597,周伟龙,周伟龙,,1,GUD,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUD,广东
GTRMS0127642,陈星宇,陈星宇,,1,GUX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUX,广西
GTRMS0127662,何宇翔,何宇翔,,1,GUX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUX,广西
GTRMS0127665,胡俊仁,胡俊仁,,1,GUX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUX,广西
GTRMS0127793,宋英源,宋英源,,1,GUX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUX,广西
GTRMS0127829,韦鑫辉,韦鑫辉,,1,GUX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,GUX,广西
GTRMS0144961,符冰,符冰,,1,SAX,GTR,"[{'EventCode': 'GTRMINDIVID-----------------------'}, {'EventCode': 'GTRMTEAM--------------------------'}]",2,GTR,蹦床,SAX,陕西
